0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,0
86,0
87,0
88,0
89,0
90,0
91,0
92,0
93,0
94,0
95,0
96,0
97,0
98,0
99,0
100,0
101,0
102,0
103,0
104,0
105,0
106,0
107,0
108,0
109,0
110,0
111,0
112,0
113,0
114,0
115,0
116,0
117,0
118,0
119,0
120,0
121,0
122,0
123,0
124,0
125,0
126,0
127,0
128,0
129,0
130,0
131,0
132,0
133,0
134,0
135,0
136,0
137,0
138,0
139,0
140,0
141,0
142,0
143,0
144,0
145,0
146,0
147,0
148,0
149,0
150,0
151,0
152,0
153,0
154,0
155,0
156,0
157,0
158,0
159,0
160,0
161,0
162,697
163,1394
164,2091
165,2788
166,3485
167,4183
168,4880
169,5577
170,6274
171,6971
172,7668
173,8366
174,9063
175,9760
176,10457
177,11154
178,11852
179,12549
180,13246
181,13943
182,14640
183,15337
184,16035
185,16732
186,17429
187,18126
188,18823
189,19521
190,20218
191,20915
192,21612
193,22309
194,23006
195,23704
196,24401
197,25098
198,25795
199,26492
200,27190
201,27887
202,28584
203,29281
204,29978
205,30675
206,31373
207,32070
208,32767
209,33464
210,34161
211,34859
212,35556
213,36253
214,36950
215,37647
216,38344
217,39042
218,39739
219,40436
220,41133
221,41830
222,42528
223,43225
224,43922
225,44619
226,45316
227,46013
228,46711
229,47408
230,48105
231,48802
232,49499
233,50197
234,50894
235,51591
236,52288
237,52985
238,53682
239,54380
240,55077
241,55774
242,56471
243,57168
244,57866
245,58563
246,59260
247,59957
248,60654
249,61351
250,62049
251,62746
252,63443
253,64140
254,64837
255,65535
