0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,0
10,0
11,0
12,0
13,0
14,0
15,0
16,0
17,0
18,0
19,0
20,0
21,0
22,0
23,0
24,0
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,0
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,0
62,0
63,0
64,0
65,0
66,0
67,0
68,0
69,0
70,0
71,0
72,0
73,0
74,0
75,0
76,0
77,0
78,0
79,0
80,0
81,0
82,0
83,0
84,0
85,388
86,776
87,1164
88,1552
89,1940
90,2328
91,2716
92,3104
93,3492
94,3880
95,4268
96,4656
97,5044
98,5432
99,5820
100,6208
101,6596
102,6984
103,7372
104,7760
105,8148
106,8536
107,8924
108,9312
109,9700
110,10088
111,10476
112,10864
113,11252
114,11640
115,12028
116,12416
117,12804
118,13192
119,13580
120,13968
121,14356
122,14745
123,15133
124,15521
125,15909
126,16297
127,16685
128,17073
129,17461
130,17849
131,18237
132,18625
133,19013
134,19401
135,19789
136,20177
137,20565
138,20953
139,21341
140,21729
141,22117
142,22505
143,22893
144,23281
145,23669
146,24057
147,24445
148,24833
149,25221
150,25609
151,25997
152,26385
153,26773
154,27161
155,27549
156,27937
157,28325
158,28713
159,29101
160,29490
161,29490
162,29873
163,30256
164,30640
165,31023
166,31407
167,31790
168,32174
169,32557
170,32941
171,33324
172,33707
173,34091
174,34474
175,34858
176,35241
177,35625
178,36008
179,36392
180,36775
181,37158
182,37542
183,37925
184,38309
185,38692
186,39076
187,39459
188,39843
189,40226
190,40609
191,40993
192,41376
193,41760
194,42143
195,42527
196,42910
197,43294
198,43677
199,44060
200,44444
201,44827
202,45211
203,45594
204,45978
205,46361
206,46745
207,47128
208,47512
209,47895
210,48278
211,48662
212,49045
213,49429
214,49812
215,50196
216,50579
217,50963
218,51346
219,51729
220,52113
221,52496
222,52880
223,53263
224,53647
225,54030
226,54414
227,54797
228,55180
229,55564
230,55947
231,56331
232,56714
233,57098
234,57481
235,57865
236,58248
237,58631
238,59015
239,59398
240,59782
241,60165
242,60549
243,60932
244,61316
245,61699
246,62082
247,62466
248,62849
249,63233
250,63616
251,64000
252,64383
253,64767
254,65150
255,65534
